片名,地区,评分,上映时间
"侏罗纪世界 Jurassic World",美国,7.7,2015-06-10(中国大陆)/2015-06-12(美国)
"海市蜃楼 Durante la tormenta",西班牙,7.7,2019-03-28(中国大陆)/2018-11-30(西班牙)
"杀戮都市：O GANTZ:O",日本,8.2,2016-10-14(日本)
"星际迷航2：暗黑无界 Star Trek Into Darkness",美国,8.0,2013-05-28(中国大陆)/2013-05-16(美国)
"哆啦A梦：大雄的恐龙 ドラえもん のび太の恐竜",日本,8.6,1980-03-15(日本)
"复仇者联盟2：奥创纪元 Avengers: Age of Ultron",美国,7.5,2015-05-12(中国大陆)/2015-05-01(美国)
"机动战士高达 THE ORIGIN Ⅰ 青瞳的卡斯巴尔 機動戦士ガンダム THE ORIGIN Ⅰ 青い瞳のキャスバル",日本,9.0,2015-02-28(日本)
"攻壳机动队SSS 攻殻機動隊 STAND ALONE COMPLEX Solid State Society",日本,8.9,2006-09-01(日本)
"大决战！超奥特曼八兄弟 大決戦！超ウルトラ8兄弟",日本,8.6,2008-09-13
"哆啦A梦：大雄的魔界大冒险 ドラえもん のび太の魔界大冒険",日本,8.7,1984-03-17(日本)
"前目的地 Predestination",澳大利亚/美国,7.9,2015-01-09(中国大陆/美国)/2014-03-08(西南偏南电影节)
"环太平洋 Pacific Rim",美国,7.7,2013-07-31(中国大陆)/2013-07-12(美国)
"机动战士高达 逆袭的夏亚 機動戦士ガンダム 逆襲のシャア",日本,9.1,1988-03-12(日本)
"数码宝贝大冒险：我们的战争游戏！ デジモンアドベンチャー ぼくらのウォーゲーム!",日本,8.9,2000-03-04(日本)
"迪迦&戴拿&盖亚·奥特曼 超时空的大决战 ウルトラマンティガ・ウルトラマンダイナ&ウルトラマンガイア 超時空の大決戦",日本,8.8,1999-03-06(日本)
"X战警2 X2",美国/加拿大,7.7,2003-09-29(中国大陆)/2003-05-02(美国)
"第五元素 The Fifth Element",法国,8.0,1997-05-07(法国)
"蜘蛛侠2 Spider-Man 2",美国,7.7,2004-08-05(中国大陆)/2004-06-30(美国)
"星球大战前传2：克隆人的进攻 Star Wars: Episode II - Attack of the Clones",美国,8.0,2002-07-12(中国大陆)/2002-05-16(美国)
"变形金刚2 Transformers: Revenge of the Fallen",美国,7.7,2009-06-24(中国大陆/美国)/2009-06-19(英国)
"百变星君 百變星君",中国香港,7.7,1995-08-19(中国香港)
"哆啦A梦：大雄的猫狗时空传 ドラえもん のび太のワンニャン時空伝",日本,8.5,2004-03-06(日本)
"机动战士高达 THE ORIGIN Ⅴ 激战 鲁姆会战 機動戦士ガンダム THE ORIGIN Ⅴ 激突 ルウム会戦",日本,9.0,2017-09-02(日本)
"阿丽塔：战斗天使 Alita: Battle Angel",美国/日本/加拿大,7.5,2019-02-22(中国大陆)/2019-02-05(中国台湾)/2019-02-14(美国)
"银河系漫游指南 The Hitchhiker's Guide to the Galaxy",美国/英国,8.1,2005-04-20(英国)
"机动战士高达 THE ORIGIN Ⅵ 赤色彗星诞生 機動戦士ガンダム THE ORIGIN Ⅵ 誕生 赤い彗星",日本,9.0,2018-05-05(日本)
"哆啦A梦：大雄的阿拉伯之夜 ドラえもん のび太のドラビアンナイト",日本,8.7,1991-03-09(日本)
"心慌方 Cube",加拿大,7.9,1997-09-09(多伦多电影节)
"黑衣人3 Men in Black III",美国,7.7,2012-05-25(美国/中国大陆)
"蜘蛛侠：英雄归来 Spider-Man: Homecoming",美国,7.4,2017-09-08(中国大陆)/2017-06-28(洛杉矶首映)/2017-07-07(美国)
"哆啦A梦：大雄与梦幻三剑士 ドラえもん のび太と夢幻三剣士",日本,8.6,1994-12-29(中国香港)/1994-03-12(日本)
"红线 Redline",日本,8.6,2010-10-09(日本)
"X战警3：背水一战 X-Men: The Last Stand",美国/加拿大/英国,7.6,2006-09-08(中国大陆)/2006-05-22(戛纳电影节)/2006-05-26(美国)
"黑衣人2 Men in Black II",美国,7.7,2002-07-03
"最终幻想7：圣子降临 ファイナルファンタジーⅦ アドベントチルドレン",日本,8.3,2005-09-14(日本)
"哆啦A梦：大雄与铁人兵团 ドラえもん のび太と鉄人兵団",日本,8.6,1986-03-15
"哆啦A梦：大雄的日本诞生 ドラえもん のび太の日本誕生",日本,8.5,1989-03-11(日本)
"博士之日 The Day Of The Doctor",英国,8.9,2013-11-23
"猩球崛起2：黎明之战 Dawn of the Planet of the Apes",美国,7.6,2014-08-29(中国大陆)/2014-07-11(美国)
"神秘博士：诅咒之旅 Doctor Who: Voyage of the Damned",英国,9.0,2007-12-25
"人猿星球 Planet of the Apes",美国,8.2,1968-02-08
"神秘博士：逃跑新娘 Doctor Who: The Runaway Bride",英国,8.9,2006-12-25
"僵尸世界大战 World War Z",美国/英国/马耳他,7.6,2013-06-02(伦敦首映)/2013-06-21(美国)
"神秘博士：圣诞入侵 Doctor Who Christmas Invasion",英国,8.9,2005-12-25
"少数派报告 Minority Report",美国,7.8,2002-06-21(美国)
"金刚狼 X-Men Origins: Wolverine",美国/英国,7.5,2009-05-03(中国大陆)/2009-05-01(美国)
"哆啦A梦：大雄的太阳王传说 ドラえもん のび太の太陽王伝説",日本,8.4,2001-08-09(中国香港)/2000-03-11(日本)
"超凡蜘蛛侠 The Amazing Spider-Man",美国,7.5,2012-08-27(中国大陆)/2012-07-03(美国)
"星河战队 Starship Troopers",美国,7.9,1997-11-07
"怪形 The Thing",美国,8.0,1982-06-25
"哆啦A梦：大雄的海底鬼岩城 ドラえもん のび太の海底鬼岩城",日本,8.5,1983-03-12(日本)
"超凡蜘蛛侠2 The Amazing Spider-Man 2",美国,7.5,2014-05-04(中国大陆)/2014-05-02(美国)
"超体 Lucy",法国/德国/中国台湾/加拿大/美国/英国,7.4,2014-10-24(中国大陆)/2014-07-25(美国)/2014-08-06(法国)
"哆啦A梦：大雄的创世日记 ドラえもん のび太の創世日記",日本,8.5,1995-03-04(日本)
"蚁人2：黄蜂女现身 Ant-Man and the Wasp",美国,7.3,2018-08-24(中国大陆)/2018-07-06(美国)
"毒液：致命守护者 Venom",美国/中国大陆,7.2,2018-11-09(中国大陆)/2018-10-05(美国)
"哆啦A梦：大雄的大魔境 ドラえもん のび太の大魔境",日本,8.5,1982-03-13(日本)
"蜘蛛侠3 Spider-Man 3",美国,7.5,2007-05-01(中国大陆)/2007-05-04(美国)
"哆啦A梦：大雄与银河超特急 ドラえもん のび太と銀河超特急",日本,8.6,1996-03-02(日本)
"落叶 Dead Leaves",日本,8.6,2004-01-17(日本)
"梦比优斯奥特曼和奥特兄弟 ウルトラマンメビウス&ウルトラ兄弟",日本,8.7,2006-09-16
"王立宇宙军：欧尼亚米斯之翼 王立宇宙軍〜オネアミスの翼",日本,8.7,1987-03-14(日本)
"机动警察剧场版2 機動警察パトレイバー 2",日本,8.8,1993-08-07(日本)
"阿薇尔与虚构世界 Avril et le monde truqué",法国/比利时/加拿大,8.0,2015-11-04(法国)
"哆啦A梦：大雄与风之使者 ドラえもん のび太とふしぎ風使い",日本,8.4,2003-03-08(日本)
"侏罗纪公园2：失落的世界 The Lost World: Jurassic Park",美国,7.6,1997-08-07(中国大陆)/1997-05-19(洛杉矶首映)/1997-05-23(美国)
"错位",中国大陆,8.1,1986
"普罗米修斯 Prometheus",美国/英国,7.5,2012-09-02(中国大陆)/2012-06-08(美国)
"深渊 The Abyss",美国,8.0,1989-08-09(美国)
"哆啦A梦：大雄的宇宙开拓史 映画ドラえもん のび太の宇宙開拓史",日本,8.4,1981-03-14(日本)
"超时空要塞：可曾记得爱 超時空要塞マクロス 愛・おぼえていますか",日本,8.9,1984-07-21(日本)
"死侍2：我爱我家 Deadpool 2",美国,7.3,2019-01-25(中国大陆)/2018-05-18(美国)
"奈克瑟斯奥特曼剧场版 Ultraman The Movie",日本,8.7,2004
"异形4 Alien: Resurrection",美国,7.7,1997-11-06(巴黎首映)/1997-11-26(美国)
"机械姬 Ex Machina",英国,7.6,2014-12-16(BFI影展)/2015-01-21(英国)
"神秘博士：博士之时 Doctor Who: The Time of the Doctor",英国,8.7,2013-12-25(英国)
"误杀瞒天记 Drishyam",印度,8.6,2015-07-31(印度)
"斯隆女士 Miss Sloane",美国/法国,8.8,2016-11-11(AFI影展)/2016-12-09(美国)
"电话谋杀案 Dial M for Murder",美国,8.8,1954-05-29(美国)
"非常嫌疑犯 The Usual Suspects",德国/美国,8.6,1995-01-25(圣丹斯电影节)/1995-09-15(美国)
"大卫·戈尔的一生 The Life of David Gale",美国/德国/英国/西班牙,8.6,2003-02-21(美国)
"天才枪手 ฉลาดเกมส์โกง",泰国,8.2,2017-10-13(中国大陆)/2017-05-03(泰国)
"后窗 Rear Window",美国,8.6,1954-08-01(美国)
"公民凯恩 Citizen Kane",美国,8.7,1941-09-05(美国)
"闪灵 The Shining",英国/美国,8.3,1980-05-23(美国)
"穆赫兰道 Mulholland Dr.",法国/美国,8.4,2001-05-16(戛纳电影节)/2001-10-12(美国)/2001-11-21(法国)
"洛城机密 L.A. Confidential",美国,8.7,1997-09-19(美国)
"一级恐惧 Primal Fear",美国,8.5,1996-04-03(美国)
"卡里加里博士的小屋 Das Cabinet des Dr. Caligari",德国,8.9,1920-02-26(德国)
"登堂入室 Dans la maison",法国,8.5,2012-10-10(法国)
"尼罗河上的惨案 Poirot: Death on the Nile",英国,8.4,2004-04-12(英国)
"魔鬼代言人 The Devil's Advocate",美国/德国,8.4,1997-10-17(美国)/1998-01-22(德国)
"孤儿怨 Orphan",美国/加拿大/德国,8.2,2009-07-24(美国/加拿大)
"刺杀肯尼迪 JFK",美国/法国,8.8,1991-12-20
"电锯惊魂2 Saw II",美国/加拿大,8.3,2005-10-28(美国)
"狗镇 Dogville",丹麦/瑞典/挪威/芬兰/英国/法国/德国/荷兰/意大利,8.4,2003-05-19(戛纳电影节)
"我是谁：没有绝对安全的系统 Who Am I - Kein System ist sicher",德国,8.2,2014-09-25(德国)
"东方快车谋杀案 Poirot: Murder on the Orient Express",英国,8.1,2010-07-11(美国)/2010-12-25(英国)
"撒旦探戈 Sátántangó",匈牙利/德国/瑞士,9.0,1994-04-28
"焦土之城 Incendies",加拿大,8.6,2010-09-03(威尼斯电影节)/2011-01-20(加拿大)
"黑暗面 La cara oculta",哥伦比亚/西班牙,8.2,2011-09-16(西班牙)
"杀死一只知更鸟 To Kill a Mockingbird",美国,8.6,1962-12-25(洛杉矶首映)/1963-03-16(美国)
"小岛惊魂 The Others",美国/西班牙/法国/意大利,8.2,2001-08-10(美国)
"招魂 The Conjuring",美国,8.0,2013-06-08(马德里奇幻电影节)/2013-07-19(美国)
"换子疑云 Changeling",美国,8.4,2008-10-31(美国)
"鲸鱼马戏团 Werckmeister harmóniák",匈牙利/意大利/德国/法国,8.8,2000-07-12
"放大 Blow-Up",英国/意大利/美国,8.5,1966-12-18(纽约首映)
"西北偏北 North by Northwest",美国,8.3,1959-07-17(美国)
"热血警探 Hot Fuzz",英国/法国,8.2,2007-02-14(英国)
"万能钥匙 The Skeleton Key",美国/德国,8.0,2005-07-29(英国)/2005-08-12(美国)
"唐人街 Chinatown",美国,8.4,1974-06-20(美国)
"电锯惊魂3 Saw III",美国/加拿大,8.1,2006-10-27(美国)
"罪恶之家 An Inspector Calls",英国,8.3,2015-09-13(英国)
"蝴蝶梦 Rebecca",美国,8.3,1940-03-21(迈阿密首映)/1940-04-12(美国)
"谜一样的双眼 El secreto de sus ojos",阿根廷/西班牙,8.3,2009-08-13
"招魂2 The Conjuring 2",加拿大/美国/英国,7.9,2016-06-10(美国)
"全民目击",中国大陆,7.8,2013-09-13(中国大陆)
"未知死亡 Ghajini",印度,8.1,2008-12-25(印度)
"双重赔偿 Double Indemnity",美国,8.5,1944-07-03(美国)
"赛末点 Match Point",英国/美国/爱尔兰/卢森堡,8.1,2005-05-12(戛纳电影节)/2005-12-18(英国首映)
"惊天魔盗团 Now You See Me",美国/法国,7.7,2013-10-10(中国大陆)/2013-05-21(纽约首映)/2013-05-31(美国)
"爱德华大夫 Spellbound",美国,8.3,1945-12-28(美国)
"逃出绝命镇 Get Out",美国,7.8,2017-01-23(圣丹斯电影节)/2017-02-24(美国)
"帷幕：波洛的最后一案 Curtain: Poirot's Last Case",英国,9.1,2013-11-13(英国)
"12怒汉：大审判 12",俄罗斯,8.5,2007-09-20(俄罗斯)
"热泪伤痕 Dolores Claiborne",美国,8.6,1996-08-01(中国香港)/1995-03-24(美国)
"死寂 Dead Silence",美国,7.8,2007-03-16(美国)
"囚徒 Prisoners",美国,8.1,2013-08-30(特柳赖德电影节)/2013-09-20(美国)
"龙纹身的女孩 The Girl with the Dragon Tattoo",美国/瑞典/挪威,8.0,2011-12-12(伦敦首映)/2011-12-21(美国)
"罗斯玛丽的婴儿 Rosemary's Baby",美国,8.1,1968-06-12
"行骗天下JP：浪漫篇 コンフィデンスマンJP",日本,8.1,2019-05-17(日本)
"剧场版魔法少女小圆 前篇 起始的故事 劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語",日本,8.9,2012-10-06(日本)
"杀生",中国大陆,7.8,2012-04-28(中国大陆)
"名侦探柯南：侦探们的镇魂歌 名探偵コナン 探偵たちの鎮魂歌",日本,7.9,2006-04-15(日本)
"群鸟 The Birds",美国,8.1,1963-03-28(美国)
"古畑任三郎完结篇 重生之死 古畑任三郎ファイナル 今、甦る死",日本,9.0,2006-01-03(日本)
"阳光下的罪恶 Evil Under the Sun",英国,8.3,1982-02-12
"大开眼戒 Eyes Wide Shut",英国/美国,7.9,1999-07-16(美国)/1999-09-10(英国)
"罗曼蒂克消亡史",中国大陆/中国香港,7.7,2016-12-16(中国大陆)
"夺魂索 Rope",美国,8.1,1948-08-28(美国)
"电锯惊魂6 Saw VI",美国/加拿大/英国/澳大利亚,7.9,2009-10-23(美国)
"活埋 Buried",西班牙/英国/美国/法国,7.9,2010-10-01(西班牙)
"催眠大师",中国大陆,7.6,2014-04-29(中国大陆)
"不良教育 La mala educación",西班牙,8.3,2004-09-16
"疯城记：万圣节特辑 Psychoville Halloween Special",英国,8.8,2010-10-31
"第六感生死缘 Meet Joe Black",美国,7.9,1998-11-13(美国)
"独行杀手 Le samouraï",法国/意大利,8.4,1967-10-25(法国)
"真相至上 Nothing But the Truth",美国,8.3,2008-09-08(多伦多电影节)
"大侦探福尔摩斯 Sherlock Holmes",美国/德国,7.7,2010-02-25(中国大陆)/2009-12-25(美国)
"去年在马里昂巴德 L'année dernière à Marienbad",法国/意大利,8.2,1961-08-29(威尼斯电影)/1961-09-29(法国)
"电锯惊魂4 Saw IV",美国/加拿大,7.8,2007-10-26(美国)
"电锯惊魂5 Saw V",美国/加拿大,7.8,2008-10-24(美国)
"第三人 The Third Man",英国,8.2,1949-09-03
"漫长的婚约 Un long dimanche de fiançailles",法国/美国,8.1,2004-10-27
"本能 Basic Instinct",美国/法国,7.8,1992-03-20
"405谋杀案",中国大陆,8.4,1980-05-11(中国大陆)
"啤酒谋杀案 Poirot: Five Little Pigs",英国,8.6,2003-12-14(英国)
"死无对证 Il testimone invisibile",意大利,7.6,2020-09-18(中国大陆)/2018-12-13(意大利)
"白丝带 Das weiße Band – Eine deutsche Kindergeschichte",德国/奥地利/法国/意大利,8.2,2009-09-17(德国)
"恶魔 Les diaboliques",法国,8.4,1955-01-29
"大侦探福尔摩斯2：诡影游戏 Sherlock Holmes: A Game of Shadows",美国,7.7,2012-01-15(中国大陆)/2011-12-16(美国)
"非常公寓 L'appartement",法国/西班牙/意大利,8.2,1996-07-27
"亚人1：冲动 亜人 第1部 衝動",日本,8.6,2015-11-27(日本)
"寂静岭 Silent Hill",加拿大/法国,7.6,2006-04-21(美国)
"锅匠，裁缝，士兵，间谍 Tinker Tailor Soldier Spy",英国/法国/德国,7.9,2011-09-16(英国)
"回归 Volver",西班牙,8.1,2006-03-17(西班牙)
"名侦探柯南：水平线上的阴谋 名探偵コナン 水平線上の陰謀",日本,7.7,2005-04-09
"奇遇 L'avventura",意大利/法国,8.3,1960-05-15(戛纳电影节)/1960-09-14(法国)
"白日焰火",中国大陆,7.5,2014-03-21(中国大陆)/2014-02-12(柏林电影节)
"猎凶风河谷 Wind River",英国/加拿大/美国,7.8,2017-01-21(圣丹斯电影节)/2017-08-18(美国)
"双瞳",中国香港/中国台湾,7.7,2002-10-25(中国台湾)
"妖夜慌踪 Lost Highway",法国/美国,8.1,1997-01-15(法国)/1997-02-21(美国)
"银河铁道之夜 銀河鉄道の夜",日本,8.7,1985-07-13(日本)
"电锯惊魂7 Saw 3D: The Final Chapter",美国/加拿大,7.7,2010-10-29(美国)
"审判 Le procès",法国/意大利/西德,8.6,1962-12-21
"如月疑云 キサラギ",日本,8.1,2007-06-16
"扫毒 掃毒",中国大陆/中国香港,7.5,2013-11-29(中国大陆)/2013-12-05(中国香港)
"时间旅行者的妻子 The Time Traveler's Wife",美国,7.7,2009-08-14(美国)
"神秘河 Mystic River",美国/澳大利亚,7.9,2003-05-23(戛纳电影节)/2003-10-15(美国)
"窃听风云2",中国香港/中国大陆,7.6,2011-08-18(中国大陆/中国香港)
"亡命天涯 The Fugitive",美国,8.1,1994-11-12(中国大陆)/1993-08-06(美国)
"无声言证 Mute Witness",俄罗斯/英国/德国,8.0,1995-09-15(美国)
"鬼影 ชัตเตอร์ กดติดวิญญาณ",泰国,7.7,2004-09-09(泰国)
"砂之器 砂の器",日本,8.2,1974-10-19(日本)
"潜伏2 Insidious: Chapter 2",美国,8.1,2013-09-13(美国)
"死神来了 Final Destination",美国/加拿大,7.9,2000-03-17(美国)
"解除好友2：暗网 Unfriended: Dark Web",美国,7.9,2018-03-09(西南偏南电影节)/2018-07-20(美国)
"僵尸 殭屍",中国香港,7.9,2013-10-24(中国香港)/2013-08-30(威尼斯电影节)
"潜伏 Insidious",美国,7.7,2010-09-14(多伦多电影节)/2011-04-01(美国)
"僵尸叔叔 殭屍叔叔",中国香港,8.0,1988-12-22
"惊情四百年 Dracula",英国/美国,7.8,1992-11-13(美国)
"僵尸肖恩 Shaun of the Dead",英国/法国,7.7,2004-04-09(英国)
"圣血 Santa sangre",墨西哥/意大利,8.5,1989-05
"诺斯费拉图 Nosferatu, eine Symphonie des Grauens",德国,8.2,1922-03-04
"理发师陶德 Sweeney Todd: The Demon Barber of Fleet Street",美国/英国,7.8,2007-12-21(美国)
"着魔 Possession",法国/西德,7.9,1981-05-25(戛纳电影节)
"死亡之夜 Dead of Night",英国,8.7,1945-09-04
"X圣治 CURE キュア",日本,8.2,1997-11-06(东京电影节)/1997-12-27(日本)
"无名女尸 The Autopsy of Jane Doe",英国,7.6,2016-09-09(多伦多电影节)/2016-12-21(美国)/2017-03-31(英国)
"异形：契约 Alien: Covenant",美国,7.4,2017-06-16(中国大陆)/2017-05-10(法国)/2017-05-19(美国)
"一眉道人",中国香港,7.8,1989-07-26
"林中小屋 The Cabin in the Woods",美国,7.5,2012-03-09(西南偏南电影节)/2012-04-13(美国)
"新僵尸先生 新殭屍先生",中国香港,7.8,1992-08-08
"幽灵马车 Körkarlen",瑞典,8.4,1921-01-01
"活死人黎明 Dawn of the Dead",美国/加拿大/日本/法国,7.5,2004-03-19(美国)
"故事的故事 Il racconto dei racconti",意大利/法国/英国,7.7,2015-05-14(意大利)
"吸血鬼生活 What We Do in the Shadows",新西兰/美国,7.9,2014-02-12(柏林电影节)/2014-06-19(新西兰)/2015-02-13(美国)
"咒怨 呪怨",日本,7.5,2002-10-18(Screamfest恐怖电影节)/2003-01-25(日本)
"小丑回魂 It",美国/加拿大,7.4,2017-08-29(伦敦恐怖电影节)/2017-09-08(美国)
"寄生兽 寄生獣",日本,7.4,2016-09-02(中国大陆)/2014-10-30(东京电影节)/2014-11-29(日本)
"幻影凶间 1408",美国,7.5,2007-06-22(美国)
"笑面人 The Man Who Laughs",美国,8.6,1928-12-07
"黑暗侵袭 The Descent",英国/法国,7.6,2005-07-08(英国)
"驱魔人 The Exorcist",美国,7.6,1973-12-26
"死神来了2 Final Destination 2",美国/加拿大,7.4,2003-01-31(美国)
"浮士德 Faust - Eine deutsche Volkssage",德国,8.5,1926-10-14
"刑房 Grindhouse",美国,7.8,2007-04-06(美国)
"断头谷 Sleepy Hollow",美国/德国,7.6,1999-11-19(美国)
"死亡录像 [Rec]",西班牙,7.6,2007-11-23(西班牙)
"午夜凶铃 リング",日本,7.5,1998-01-31(日本)
"群尸玩过界 Braindead",新西兰,7.8,1992-08-13
"空之境界 第六章 忘却录音 劇場版 空の境界 第六章 忘却録音",日本,8.2,2008-12-20
"咒怨 录像带版 呪怨 ビデオオリジナル版",日本,7.9,2000-03-18
"双宝斗恶魔 Tucker & Dale vs. Evil",加拿大,7.8,2010-01-22(圣丹斯电影节)
"阴阳师 陰陽師",日本,7.8,2001-10-06(日本)
"迷宫物语 迷宮物語",日本,8.1,1987-09-25(日本)
"焚尸人 Spalovač mrtvol",捷克斯洛伐克,8.3,1969-03-14
"异度空间 異度空間",中国香港,7.5,2005-03-25(中国大陆)/2002-03-28(中国香港)
"极度深寒 Deep Rising",美国/加拿大,7.5,1998-01-30
"忌日快乐 Happy Death Day",美国,7.1,2018-02-02(中国大陆)/2017-10-13(美国)
"入侵脑细胞 The Cell",美国/德国,7.5,2000-08-17(美国)
"橡皮头 Eraserhead",美国,7.9,1977-09-28
"遗传厄运 Hereditary",美国,7.2,2018-01-21(圣丹斯电影节)/2018-06-08(美国)
"马柔本宅秘事 El secreto de Marrowbone",西班牙/美国,7.5,2017-09-11(多伦多电影节)/2017-10-27(西班牙)
"杀出个黎明 From Dusk Till Dawn",美国,7.5,1996-01-19
"鬼打鬼",中国香港,7.5,1980-12-24
"灵魂摆渡之风华绝代",中国大陆,7.6,2016-12-10(中国大陆)
"康斯坦丁：恶魔之城 电影版 Constantine City of Demons: The Movie",美国,7.6,2018-10-09(美国)
"此房是我造 The House That Jack Built",丹麦/法国/瑞典/德国/比利时/突尼斯,7.3,2018-05-14(戛纳电影节)/2018-10-17(法国)/2018-11-29(丹麦)
"异形3 Alien³",美国,7.2,1992-05-22(美国)
"捉迷藏 Hide and Seek",美国,7.4,2005-01-27(阿根廷)
"狼屋 La casa lobo",智利/德国,8.1,2018-02-22(柏林电影节)
"丧尸乐园 Zombieland",美国,7.3,2009-09-25(奥斯汀奇幻电影节)/2009-10-02(美国)
"战栗黑洞 In the Mouth of Madness",美国,7.7,1994-12-10(黑色电影节)/1995-02-03(美国)
"暗夜恐惧 Peur(s) du noir",法国,8.0,2008-02-13(法国)
"双峰：与火同行 Twin Peaks: Fire Walk with Me",法国/美国,7.8,1992-06-03
"驱魔 The Exorcism of Emily Rose",美国,7.5,2005-09-09
"生人勿进 Låt den rätte komma in",瑞典,7.6,2008-01-26(瑞典)
"深空失忆 Pandorum",德国/英国/美国,7.4,2009-10-01(德国)/2009-10-02(英国)
"寄宿学校 Boarding School",美国,7.3,2018-08-31(美国)
"死神来了3 Final Destination 3",美国,7.1,2006-02-10(美国)
"魔女嘉莉 Carrie",美国,7.5,1976-11-03
"科学怪人 Frankenstein",美国,7.5,1931-11-21
"孤堡惊情 El orfanato",西班牙/墨西哥,7.4,2010-04-16(中国大陆)/2007-10-11(西班牙)
"恶魔的艺术2：邪降 ลองของ",泰国,7.5,2005-12-01(泰国)
"咒怨2 呪怨2",日本,7.4,2003-05-16(戛纳电影节)/2003-08-23(日本)
"豺狼时刻 Vargtimmen",瑞典,8.2,1968-02-19(瑞典)
"僵尸至尊",中国香港,7.4,1991-01-01
"鬼婆",日本,8.1,1964-11-21(日本)
"电锯惊魂8：竖锯 Jigsaw",美国/加拿大,7.0,2017-10-27(美国)
"灯塔 The Lighthouse",加拿大/美国/巴西,7.2,2019-05-19(戛纳电影节)/2019-09-07(多伦多电影节)/2019-11-01(美国)
"猛鬼街 A Nightmare On Elm Street",美国,7.4,1984-11-09
"请叫我英雄 アイアムアヒーロー",日本,7.2,2015-10-13(锡切斯电影节)/2016-04-23(日本)
"停尸房收藏 The Mortuary Collection",美国,7.1,2019-09-21(奇幻影展)/2020-10-15(美国)
"地下幻灯剧画 少女椿 地下幻燈劇画 少女椿",日本,7.8,1992-05-02(日本)
"屏住呼吸 Don't Breathe",美国,7.1,2016-03-12(西南偏南电影节)/2016-08-26(美国)
"怪兽屋 Monster House",美国,7.3,2006-07-21(美国)
"食人狂魔 ซีอุย",泰国,7.5,2004-10-28
"三更",中国香港/韩国/泰国,7.4,2002-08-15(中国香港)
"恐怖星球 Planet Terror",美国,7.4,2007-10-15(尖叫恐怖电影节)
"死神的十字路口 สี่แพร่ง",泰国,7.4,2008-04-25
"鬼宿舍 เด็กหอ",泰国,7.5,2006-02-02
"最后的吸血鬼 BLOOD THE LAST VAMPIRE",日本,7.7,2000-07-28(日本)
"恐怖鸡 恐怖雞",中国香港,7.4,1997-11-29
"开心鬼救开心鬼",中国香港,7.3,1990-06-30(中国香港)
"妖兽都市 妖獣都市",日本,7.6,1987-04-25(日本)
"惊变28天 28 Days Later...",英国,7.1,2002-11-01(英国)
"阴风阵阵 Suspiria",意大利,7.5,1977-02-01
"黑巷少女 The Little Girl Who Lives Down the Lane",加拿大/法国/美国,8.1,1976-12-25
"变蝇人 The Fly",美国/英国/加拿大,7.3,1986-08-15(美国)
"噩梦娃娃屋 Ghostland",法国/加拿大,7.2,2018-03-14(法国)
"维多利亚一号 維多利亞壹號",中国香港,7.3,2010-05-13
"生吃 Grave",法国/意大利/比利时,7.1,2016-05-14(戛纳电影节)/2017-03-15(法国)
"刀锋战士 Blade",美国,7.1,1998-08-21
"咒怨2 录像带版 呪怨2 ビデオオリジナル版",日本,7.7,2000-04-14
"化身博士 Dr. Jekyll and Mr. Hyde",美国,8.1,1931-12-31(纽约首映)
"冷血惊魂 Repulsion",英国,7.7,1965-05-19(戛纳电影节)
"异教徒 The Wicker Man",英国,7.7,1973-10-16(英国)
"惊魂记2 Psycho II",美国,7.8,1983-06-03(美国)
"来了 来る",日本,7.0,2018-12-07(日本)
"绅士的启示联盟 The League of Gentlemen's Apocalypse",英国/爱尔兰/美国,8.3,2005-06-03
"人吓人 人嚇人",中国香港,7.3,1982-12-22(中国香港)
"驱魔道长 驅魔道長",中国香港/中国台湾,7.2,1993(中国台湾)
"蔷花，红莲 장화, 홍련",韩国,7.2,2003-06-13(韩国)
"第十三层 The 13th Floor",澳大利亚,8.3,1988-05(戛纳电影节)
"杀手阿一 殺し屋1",日本,7.4,2001-09-14(多伦多电影节)/2001-12-22(日本)
"鬼故事 Ghost Stories",英国,7.2,2017-10-05(伦敦电影节)/2018-04-06(英国)
"诺斯费拉图：夜晚的幽灵 Nosferatu: Phantom der Nacht",法国/西德,7.8,1979-01-17
"白狗 White Dog",美国,7.8,1982-07-07
"被遗忘的孩子 Psiconautas, los niños olvidados",西班牙,7.8,2015-09-24(圣塞巴斯蒂安电影节)/2017-02-24(西班牙)
"惊声尖叫 Scream",美国,7.1,1996-12-20
"无辜的人 The Innocents",英国,7.9,1961-11-24(英国)
"厉鬼将映 โปรแกรมหน้า วิญญาณอาฆาต",泰国,7.0,2008-10-30
"第一诫",中国香港/新加坡,7.1,2008-09-04(中国香港)
"亡灵 The Revenant",美国,7.3,2009-09-26(奥斯丁奇幻电影节)
"夜深血红 Profondo rosso",意大利,7.7,1975-03-07
"哥斯拉 ゴジラ",日本,7.6,1954-11-03
"山村老尸 山村老屍",中国香港,6.9,1999-11-04(中国香港)
"恐怖蜡像馆 House of Wax",美国/澳大利亚,6.9,2005-05-06(美国)
"刀锋战士2 Blade II",美国/德国,7.0,2002-03-22(美国)
"见鬼",中国香港/新加坡,7.2,2002-05-09(中国香港)
"天外魔花 Invasion of the Body Snatchers",美国,7.8,1956-02-05
"第九道门 The Ninth Gate",法国/西班牙,7.2,1999-08-25
"死路 Dead End",法国,7.2,2003-03-18(法国)
